GEOID,B03002_003E,B01001_002E,B01001_003E,B19013_001E,B17001_002E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B11009_001E,B16001_002E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B07001_050E,B25106_001E,B25106_003E,B25106_006E,B25072_001E,B25011_002E,B25011_003E,B18101_009E,B25092_001E,B25095_001E,B25119_001E,B25119_002E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,B08013_001E,B08014_001E,B25121_001E,state,county,tract,block group,B25121_002E,B07001_017E,B07001_033E,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B18101_003E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25105_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25106_002E,B25106_004E,B08006_001E,B08006_002E,B08006_003E,B08006_008E,B08012_001E,B07001_001E,B25085_001E,B16001_001E,B16001_003E,B09002_001E,B19058_002E,B08006_007E,B08006_009E,B08006_010E,B08007_001E,B08008_001E,B08134_001E,B08141_001E,B08122_001E,B08126_001E,B08128_001E,B08130_001E,B08132_001E,B08136_001E,B08137_001E,B08201_001E,B08202_001E,B08203_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B05002_013E,B05002_014E,B05002_015E,B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B08011_001E,B08105A_001E,B08105B_001E,B08105D_001E,B08141_002E,B08141_003E,B08141_004E,B08141_005E,B08141_006E,B08141_007E,B08202_002E,B08202_003E,B08202_004E,B08202_005E,B08202_006E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B09010_001E,B11004_002E,B11013_001E,B14006_001E,B14006_002E,B14006_003E,B14006_004E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19083_001E,B19301_001E,B23006_002E,B23006_003E,B23006_004E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25110_001E,B25002_001E,B25010_001E,B25011_001E,B25012_001E,B25015_001E,B25031_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25048_001E,B25049_001E,B25050_001E,B25051_001E,B25052_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25062_001E,B25063_001E,B25065_001E,B25066_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25079_001E,B25080_001E,B25082_001E,B25083_001E,B25086_001E,B25087_001E,B25088_001E
240338047002,525,589,39,108281,,499,170,329,922,832,,,988,362100,931,329,170,42,0,0,0,56,21,11,14,560,0,428,0,,,,,170,,,,13.6,,,,329,260,21,499,329,268,,,,24,33,804700,2,,,,61,61,1582,33.2,943,446,0,498,499,300,262,0,38,32,171,15,1052,933,90,,,,560,499,499,329,89,170,0,0,0,,0,0,10,14,,,,,,,,,0,,,539,25,,,,791,791,762,,,,,,,,,,,,1582,32.4,36.9,-666666666.0,46.5,1039,,,,,,,,,,,,,,,,,,,,,,,,,762,10,8,21,13,85,37,204,47,27,,262,,,,,,917,0,0,0,21,0,0,1,1346,318,212,106,106,0,0,0,0,0,0,499,10,8,0,11,0,21,21,0,8,67,,36344.0,,,,1012,437,499,329,329,0,0,0,0,329,0,0,0,0,0,0,0,0,,560,3.15,,,499,,1574,21,0,65,22,499,329,0,0,499,329,2006,2003,499,317,560,11,499,499,499,499,855.0,560,,499,499,560,,499,170,170,170,725,1319,171700.0,42,,170,190700.0,190700.0,190700.0,170,170,30.3,306900,425500,112383000.0,112383000.0,112383000.0,-666666666,-666666666.0,329,1751
240317018003,701,440,8,139091,,368,8,360,574,542,,,-666666666,661900,-666666666,360,8,0,0,0,0,0,0,8,0,368,44,172,1943,,,,,8,,,,19.9,,,,360,249,60,368,360,308,,,,24,31,701800,3,,,,0,0,946,52.4,815,111,10,114,368,238,212,0,26,29,153,87,820,574,32,,,,368,368,368,360,98,8,0,0,0,,0,0,0,25,,,,,,,,,0,,,144,0,,,,542,542,518,,,,,,,,,,,,946,51.6,57.0,-666666666.0,52.3,825,,,,,,,,,,,,,,,,,,,,,,,,,518,0,5,54,31,34,22,103,5,76,,212,,,,,,719,0,0,0,0,0,10,0,921,129,113,0,0,0,0,0,0,0,0,368,0,0,0,0,0,33,0,0,9,0,,65384.0,,,,669,321,368,360,345,0,9,0,0,360,0,0,0,0,0,0,0,0,,368,2.57,,,368,,946,7,0,26,94,368,360,1943,1942,368,360,1990,1989,368,323,368,0,368,368,368,368,,368,,368,368,368,,368,8,8,8,-666666666,-666666666,,0,-666666666.0,8,,,,8,8,-666666666.0,545300,806100,232653000.0,,232653000.0,-666666666,-666666666.0,360,2392
240317029005,373,290,60,168125,,218,12,206,226,226,,,-666666666,606000,-666666666,206,12,0,0,0,0,0,0,0,0,218,60,134,0,,,,,12,,,,19.6,,,,206,141,11,218,206,195,,,,24,31,702900,5,,,,0,0,484,53.3,395,0,46,22,218,138,138,0,0,0,141,0,398,226,0,,,,218,218,218,206,57,12,0,0,0,,0,0,0,0,,,,,,,,,0,,,114,0,,,,220,220,163,,,,,,,,,,,,484,54.9,-666666666.0,-666666666.0,57.1,438,,,,,,,,,,,,,,,,,,,,,,,,,163,0,0,47,0,12,6,5,0,0,,138,,,,,,370,0,0,0,0,0,0,0,424,54,38,0,0,0,0,0,0,0,0,218,0,13,0,0,12,0,0,0,0,0,,69814.0,,,,281,150,218,206,206,0,0,0,0,206,0,0,0,0,0,0,0,0,,218,2.22,,,218,,484,0,0,24,0,218,206,0,0,218,206,1997,1996,218,194,218,0,218,218,218,218,,218,,218,218,218,,218,12,12,12,-666666666,-666666666,,0,-666666666.0,12,,,,12,12,-666666666.0,524500,687500,115140900.0,115140900.0,115140900.0,-666666666,-666666666.0,206,2235
240317029001,685,502,38,230644,,397,125,272,641,620,,,-666666666,851900,-666666666,272,125,0,0,0,0,0,0,0,0,397,50,178,1944,,,,,125,,,,16.7,,,,272,238,31,397,272,243,,,,24,31,702900,1,,,,0,0,937,42.2,710,117,16,63,397,272,257,15,0,20,282,132,758,641,21,,,,397,397,397,272,0,125,0,0,0,,38,0,19,0,,,,,,,,,0,,,147,0,,,,620,620,556,,,,,,,,,,,,937,47.4,-666666666.0,-666666666.0,47.6,766,,,,,,,,,,,,,,,,,,,,,,,,,556,0,0,24,59,47,14,67,112,50,,257,,,,,,723,0,0,0,0,0,0,0,877,134,134,0,0,0,0,0,0,0,0,397,0,38,0,0,0,0,0,0,0,87,,94169.0,,,,606,285,397,272,272,0,0,0,0,272,0,0,0,0,0,0,0,0,,397,2.36,,,397,,937,0,14,0,98,397,272,1944,0,397,272,2005,2008,397,323,397,0,397,397,397,397,,397,,397,397,397,,397,38,38,125,-666666666,-666666666,,0,-666666666.0,125,,,,125,125,-666666666.0,736100,960200,232370000.0,232370000.0,,-666666666,-666666666.0,272,3466
240317034021,205,514,26,82132,,335,41,294,840,800,,,-666666666,358300,-666666666,294,41,0,0,0,0,17,0,0,0,335,71,0,1954,,,,,41,,,,26.4,,,,294,271,49,335,294,179,,,,24,31,703402,1,,,,0,0,1231,41.4,338,259,182,530,335,303,245,24,34,226,198,20,1059,840,40,,,,335,335,335,294,6,41,0,0,0,,0,0,0,0,,,,,,,,,0,,,205,7,,,,786,786,786,,,,,,,,,,,,1231,45.0,41.4,33.8,36.0,369,,,,,,,,,,,,,,,,,,,,,,,,,786,0,8,16,41,60,56,238,35,22,,245,,,,,,926,0,26,0,13,12,0,0,1170,178,53,114,101,0,13,6,6,0,0,335,0,6,0,14,0,0,0,38,45,28,,34463.0,,,,920,379,335,294,294,0,0,0,0,294,0,0,0,0,0,0,0,0,,335,3.67,,,335,,1231,0,7,28,229,335,294,1954,1954,335,294,2008,2008,335,249,335,0,335,335,335,335,747.0,335,,335,335,335,,335,27,27,41,-666666666,-666666666,,0,-666666666.0,41,,,,41,41,-666666666.0,307300,415500,,98475000.0,,-666666666,-666666666.0,294,1827
240317033021,539,820,60,132250,,438,55,383,1103,1032,,,-666666666,343000,-666666666,383,55,9,0,0,0,0,0,0,7,447,38,0,1959,,,,,55,,,,14.4,,,,383,287,14,438,383,264,,,,24,31,703302,1,,,,9,9,1741,33.4,1045,76,203,898,438,344,226,58,60,201,235,51,1384,1103,71,,,,447,438,438,383,39,55,0,0,0,,0,0,0,0,,,,,,,,,0,,,208,38,,,,1007,1007,1007,,,,,,,,,,,,1741,29.6,55.6,40.8,30.2,1148,,,,,,,,,,,,,,,,,,,,,,,,,1007,0,28,36,152,109,105,155,51,188,,226,,,,,,1146,30,7,0,5,0,51,0,1608,296,115,180,168,12,0,0,0,0,0,438,0,0,7,5,5,0,9,6,0,8,,41014.0,,,,1143,525,438,383,383,0,0,0,0,383,0,0,0,0,0,0,0,17,,447,3.97,,,438,,1741,0,47,148,214,438,383,1959,1957,438,383,2005,2004,438,358,447,0,438,438,438,438,,447,,438,438,447,,438,55,55,55,-666666666,-666666666,,9,,55,,,,55,55,-666666666.0,307700,378300,122652000.0,122652000.0,122652000.0,-666666666,-666666666.0,383,1791
240338043002,95,1254,15,49894,,757,467,290,1153,1039,,,1178,219500,1045,290,467,78,10,0,0,47,90,44,142,862,64,92,1960,,,,,467,,,,24.7,,,,290,204,25,757,290,198,,,,24,33,804300,2,,,,105,105,2448,36.5,108,1677,219,457,757,522,177,114,231,419,135,0,1842,1153,114,,,,862,757,757,290,56,467,0,17,11,,0,0,91,0,,,,,,,,,0,,,463,172,,,,1031,1031,1013,,,,,,,36885.0,,,,,2448,37.7,37.2,47.3,37.1,108,,,,,,,,,,,,,,,,,,,,,,,,,1013,20,39,60,121,171,19,237,31,37,,177,,,,,,1528,10,22,38,0,23,21,61,2358,565,369,126,126,0,0,71,8,0,0,757,28,37,8,53,30,57,43,38,87,52,,28384.0,,,,1546,808,757,290,184,38,0,0,8,290,10,0,0,0,0,19,0,0,,862,3.06,,,757,,2319,48,120,170,277,757,290,1961,1953,757,290,2010,2002,757,640,862,0,757,757,757,757,1050.0,862,,757,757,862,,757,456,456,467,787,1265,483200.0,88,102500.0,467,546000.0,546000.0,546000.0,467,467,34.4,144300,274400,,,58831500.0,-666666666,-666666666.0,290,1585
240338051011,119,1067,69,82054,,563,228,335,1470,1403,,,1076,259400,993,335,228,14,0,0,0,12,19,18,0,594,236,41,1951,,,,,228,,,,23.2,,,,335,279,0,563,335,238,,,,24,33,805101,1,,,,31,31,2181,35.1,423,302,132,1567,563,460,171,129,160,181,143,0,1777,1470,67,,,,594,563,563,335,68,228,0,0,0,,0,0,0,44,,,,,,,,,0,,,351,32,,,,1390,1390,1390,,,,,,,50080.0,,,,,2181,43.9,51.1,33.5,45.9,443,,,,,,,,,,,,,,,,,,,,,,,,,1390,0,0,57,160,126,19,371,62,172,,171,,,,,,1383,70,16,195,22,46,9,37,2097,407,55,341,193,94,36,24,0,0,0,563,0,0,0,0,25,7,28,67,36,32,,26613.0,,,,1617,851,563,335,300,35,0,0,0,335,0,0,11,0,0,0,0,0,,594,3.87,,,563,,2181,27,56,36,154,563,335,1950,1947,563,335,2009,2001,563,483,594,0,563,563,563,563,1066.0,594,,563,563,594,,563,208,208,228,908,1150,207800.0,14,,228,232200.0,,232200.0,228,228,17.3,214800,331400,,,81938000.0,-666666666,-666666666.0,335,1477
240338018022,25,998,13,44659,,906,647,259,1318,1204,,,1260,183800,1134,259,647,28,0,0,0,29,41,8,7,1034,63,27,1959,,,,,647,,,,19.8,,,,259,222,6,906,259,239,,,,24,33,801802,2,,,,128,128,1998,35.7,46,1742,0,189,906,387,167,46,174,551,147,0,1683,1318,114,,,,1034,906,906,259,111,647,0,49,0,,0,0,37,61,,,,,,,,,0,,,274,242,,,,1117,1117,1117,,,,,,,43390.0,,,,,1998,69.2,40.5,-666666666.0,77.4,56,,,,,,,,,,,,,,,,,,,,,,,,,1117,18,0,65,75,91,85,190,77,51,,167,,,,,,1332,9,0,0,0,0,0,0,1867,184,184,0,0,0,0,22,0,0,0,906,49,9,77,59,22,101,107,32,9,74,,28641.0,,,,1409,757,906,259,42,217,0,0,0,259,0,6,14,0,0,0,0,0,,1034,2.21,,,906,,1998,94,100,159,493,906,259,1960,1957,906,259,2011,2001,906,662,1034,0,906,906,906,906,845.0,1034,,906,906,1034,,906,647,647,647,998,1281,677300.0,28,,647,802000.0,,802000.0,647,647,37.0,154100,247800,,49836000.0,49836000.0,-666666666,-666666666.0,259,1358
240338018071,6,618,0,60031,,861,843,18,1227,1124,,,1216,-666666666,1186,18,843,0,64,0,0,131,105,0,0,959,104,18,1966,,,,,843,,,,-666666666.0,,,,18,18,18,861,18,0,,,,24,33,801807,1,,,,98,98,1432,32.0,6,1365,0,0,861,224,48,50,126,434,139,0,1303,1233,103,,,,959,861,861,18,0,843,0,0,0,,0,0,53,0,,,,,,,,,0,,,129,77,,,,1075,1075,1075,,,,,,,,,,,,1432,-666666666.0,31.8,-666666666.0,-666666666.0,23,,,,,,,,,,,,,,,,,,,,,,,,,1075,0,16,59,60,247,162,207,43,33,,48,,,,,,1108,0,0,0,0,0,0,41,1412,109,109,0,0,0,0,15,0,0,0,861,0,35,33,18,15,60,56,57,60,96,,40450.0,,,,1250,601,861,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,,959,1.66,,,861,,1432,53,239,370,122,861,18,1965,-666666666,861,18,2013,-666666666,861,436,959,80,861,861,861,861,,959,,861,861,959,,861,843,843,843,1018,1378,1002300.0,64,,843,1023900.0,1023900.0,1023900.0,843,843,27.3,-666666666,-666666666,,,,-666666666,-666666666.0,18,-666666666
240338006011,163,795,64,83125,,671,93,578,980,910,,,1854,246900,1625,578,93,0,0,0,15,31,8,0,25,686,18,7,1972,,,,,93,,,,22.4,,,,578,432,81,671,578,489,,,,24,33,800601,1,,,,15,15,1893,45.3,377,1420,4,228,671,460,253,26,181,360,222,28,1612,980,70,,,,686,671,671,578,109,93,0,0,6,,13,18,5,0,,,,,,,,,15,,,235,77,,,,910,910,879,,,,,,,,,,,,1893,37.4,46.9,-666666666.0,45.2,412,,,,,,,,,,,,,,,,,,,,,,,,,879,0,8,38,61,118,126,76,53,59,,253,,,,,,1411,4,0,14,6,19,0,8,1802,199,142,57,44,13,0,0,0,0,0,671,6,5,21,21,11,40,21,23,8,51,,37441.0,,,,1261,515,671,578,578,0,0,0,0,578,0,0,0,0,0,5,0,5,,686,2.82,,,671,,1893,24,374,189,38,671,578,1973,1973,671,578,2001,1997,671,439,686,0,671,671,671,671,1340.0,686,,671,671,686,,671,63,63,93,1163,1813,96300.0,0,-666666666.0,93,119200.0,119200.0,119200.0,93,93,32.2,197700,298100,146101400.0,146101400.0,146101400.0,-666666666,,578,1654
240338007011,304,2347,135,146479,,1726,54,1672,2960,2852,,,2303,388200,1838,1672,54,0,0,0,0,33,7,0,15,1785,28,45,2003,,,,,54,,,,22.8,,,,1672,1524,237,1726,1672,1484,,,,24,33,800701,1,,,,59,59,5057,41.2,418,4515,0,219,1726,1240,924,80,236,532,865,29,3970,2978,108,,,,1785,1726,1726,1672,362,54,0,0,0,,211,220,637,313,,,,,,,,,0,,,1097,133,,,,2838,2838,2760,,,,,,,,,,,,5057,45.7,41.0,-666666666.0,50.7,480,,,,,,,,,,,,,,,,,,,,,,,,,2760,0,28,76,62,113,95,337,111,370,,924,,,,,,3479,21,0,0,9,0,33,0,4689,909,871,12,12,0,0,45,0,0,0,1726,0,13,36,11,0,8,19,10,16,34,,53723.0,,,,3464,1587,1726,1672,1182,482,0,0,0,1672,12,0,0,0,0,0,0,12,,1785,2.92,,,1726,,5037,42,166,105,18,1726,1672,2003,2003,1726,1672,2006,2006,1726,1266,1785,0,1726,1726,1726,1726,4001.0,1785,,1726,1726,1785,,1726,54,54,54,1669,2018,103800.0,0,-666666666.0,54,120500.0,120500.0,120500.0,54,54,32.0,288700,467400,726951400.0,,726951400.0,-666666666,-666666666.0,1672,2865
240338013052,104,1432,55,150625,,614,46,568,1671,1546,,,-666666666,366300,-666666666,568,46,0,0,0,7,0,0,0,17,650,0,0,1993,,,,,46,,,,19.4,,,,568,504,56,614,568,442,,,,24,33,801305,2,,,,36,36,2744,34.9,522,1535,60,988,614,567,341,144,82,531,219,26,2145,1671,125,,,,650,614,614,568,31,46,0,0,0,,0,0,193,202,,,,,,,,,7,,,413,122,,,,1546,1546,1539,,,,,,,,,,,,2744,36.0,37.3,50.7,55.7,543,,,,,,,,,,,,,,,,,,,,,,,,,1539,0,0,74,135,95,71,480,76,153,,341,,,,,,1764,18,0,194,0,0,0,0,2490,449,258,191,83,0,0,69,35,35,0,614,0,9,34,0,0,8,11,8,8,55,,32704.0,,,,1994,1126,614,568,568,0,0,0,0,568,0,0,0,0,0,9,0,0,,650,4.45,,,614,,2733,0,50,157,48,614,568,1993,1993,614,568,2006,2005,614,495,650,0,614,614,614,614,,650,,614,614,650,,614,46,46,46,-666666666,-666666666,,0,-666666666.0,46,,,,46,46,-666666666.0,295900,455100,,210838300.0,210838300.0,-666666666,,568,2581
240317006083,616,643,44,250001,,352,0,352,614,606,,,-666666666,1496200,-666666666,352,0,0,0,0,7,0,0,0,0,359,0,0,1989,,,,,0,,,,22.9,,,,352,286,73,352,352,305,,,,24,31,700608,3,,,,7,7,1223,45.3,624,46,529,8,352,313,313,0,0,38,271,107,985,614,8,,,,359,352,352,352,39,0,0,0,0,,0,6,47,120,,,,,,,,,7,,,259,0,,,,606,606,537,,,,,,,,,,,,1223,50.1,16.9,44.6,49.9,648,,,,,,,,,,,,,,,,,,,,,,,,,537,13,0,26,9,64,8,120,26,0,,313,,,,,,921,8,0,0,0,0,0,0,1154,190,88,0,0,0,0,0,0,0,0,352,0,0,0,0,0,17,0,0,0,0,,105435.0,,,,727,348,352,352,352,0,0,0,0,352,0,0,0,9,0,0,0,0,,359,3.47,,,352,,1223,112,17,41,16,352,352,1989,1989,352,352,2005,2005,352,175,359,0,352,352,352,352,940.0,359,,352,352,359,,352,0,0,0,-666666666,-666666666,-666666666.0,0,-666666666.0,0,-666666666.0,-666666666.0,-666666666.0,0,0,-666666666.0,1132400,1705200,516220000.0,516220000.0,516220000.0,-666666666,,352,4001
240317007062,537,687,0,88594,,376,46,330,663,616,,,2563,339800,2063,330,46,0,0,10,0,5,16,0,10,394,0,0,1978,,,,,46,,,,21.2,,,,330,282,65,376,330,253,,,,24,31,700706,2,,,,18,18,1388,32.8,568,369,160,308,376,336,242,24,70,127,188,32,1029,663,47,,,,394,376,376,330,26,46,0,0,0,,0,0,7,24,,,,,,,,,10,,,270,71,,,,616,616,572,,,,,,,,,,,,1388,44.0,18.2,36.9,41.9,625,,,,,,,,,,,,,,,,,,,,,,,,,572,0,52,94,25,37,25,106,5,24,,242,,,,,,832,0,0,0,0,33,0,26,1224,215,185,14,14,0,0,7,0,0,0,376,0,10,0,7,0,14,24,15,0,27,,30670.0,,,,936,539,376,330,32,298,0,0,0,330,0,0,0,0,0,0,0,0,,394,3.67,,,376,,1380,124,213,21,5,376,330,1978,1978,376,330,2004,2002,376,30,394,0,376,376,376,376,758.0,394,,376,376,394,,376,38,38,46,1779,2359,77300.0,0,-666666666.0,46,94500.0,94500.0,94500.0,46,46,36.3,302500,377100,,106942300.0,106942300.0,-666666666,,330,1816
240317012061,1083,751,32,142321,,569,55,514,916,901,,,2694,681900,2570,514,55,0,0,47,0,0,0,15,0,616,0,0,1976,,,,,55,,,,24.9,,,,514,441,128,569,514,430,,,,24,31,701206,1,,,,47,47,1615,45.0,1286,0,278,234,569,432,404,0,28,77,282,78,1247,916,15,,,,616,569,569,514,112,55,0,10,0,,0,0,17,0,,,,,,,,,47,,,467,0,,,,901,901,799,,,,,,,,,,,,1615,46.8,-666666666.0,39.1,50.6,1321,,,,,,,,,,,,,,,,,,,,,,,,,799,0,16,129,24,131,0,133,58,25,,404,,,,,,1087,0,0,0,0,0,0,0,1550,402,365,25,0,25,0,0,0,0,0,569,10,0,0,0,17,0,0,0,18,17,,67455.0,,,,1016,481,569,514,236,265,0,0,0,514,0,17,0,0,0,0,0,0,,616,2.84,,,569,,1615,163,340,96,0,569,514,1976,1977,569,514,2002,2000,569,145,616,0,569,569,569,569,1090.0,616,,569,569,616,,569,55,55,55,-666666666,2785,128600.0,0,-666666666.0,55,137400.0,137400.0,137400.0,55,55,19.3,551300,847300,,,328977000.0,-666666666,,514,2587
240317012063,509,373,19,201579,,310,0,310,319,319,,,-666666666,684800,-666666666,310,0,0,0,0,0,0,0,0,0,310,0,0,1967,,,,,0,,,,12.6,,,,310,162,46,310,310,291,,,,24,31,701206,3,,,,0,0,771,60.8,523,4,244,14,310,239,239,0,0,6,165,70,645,319,0,,,,310,310,310,310,71,0,0,0,0,,0,0,11,16,,,,,,,,,0,,,158,18,,,,319,319,283,,,,,,,,,,,,771,64.3,-666666666.0,40.5,64.5,523,,,,,,,,,,,,,,,,,,,,,,,,,283,0,0,15,53,63,16,0,0,21,,239,,,,,,613,0,0,0,0,0,0,0,752,139,69,0,0,0,0,0,0,0,0,310,21,0,0,0,13,0,0,0,16,0,,75523.0,,,,348,169,310,310,294,0,0,0,0,310,0,0,0,0,0,0,0,0,,310,2.44,,,310,,756,28,39,196,20,310,310,1967,1967,310,310,1995,1995,310,310,310,0,310,310,310,310,525.0,310,,310,310,310,,310,0,0,0,-666666666,-666666666,-666666666.0,0,-666666666.0,0,-666666666.0,-666666666.0,-666666666.0,0,0,-666666666.0,581800,845000,,,220997000.0,-666666666,-666666666.0,310,-666666666
240338035271,22,808,9,108750,,609,50,559,982,928,,,2202,276800,2132,559,50,0,6,0,0,0,42,0,13,615,0,0,1982,,,,,50,,,,18.1,,,,559,479,58,609,559,478,,,,24,33,803527,1,,,,6,6,1789,42.9,22,1738,0,21,609,427,268,68,91,217,262,12,1545,982,54,,,,615,609,609,559,158,50,0,0,0,,0,0,0,21,,,,,,,,,0,,,213,17,,,,892,892,892,,,,,,,,,,,,1789,-666666666.0,43.1,-666666666.0,-666666666.0,51,,,,,,,,,,,,,,,,,,,,,,,,,892,15,22,104,7,67,68,115,29,56,,268,,,,,,1205,0,0,0,0,0,0,0,1738,274,270,0,0,0,0,13,3,3,0,609,37,0,0,21,3,11,0,12,5,33,,42025.0,,,,1250,608,609,559,265,294,0,0,0,559,10,0,0,0,17,0,0,0,,615,2.94,,,609,,1789,366,157,71,0,609,559,1982,1982,609,559,2001,2000,609,231,615,0,609,609,609,609,1182.0,615,,609,609,615,,609,50,50,50,1781,2316,95800.0,6,,50,110600.0,110600.0,110600.0,50,50,37.0,226000,331600,,142777500.0,142777500.0,-666666666,-666666666.0,559,1783
240338002132,330,800,77,105089,,384,73,311,836,744,,,1943,323500,1484,311,73,0,0,0,0,0,0,22,0,384,50,49,1978,,,,,73,,,,17.5,,,,311,194,54,384,311,203,,,,24,33,800213,2,,,,0,0,1558,31.9,817,102,357,772,384,329,244,43,42,294,147,14,1095,854,92,,,,384,384,384,311,55,73,0,0,0,,0,0,30,56,,,,,,,,,0,,,310,34,,,,749,749,749,,,,,,,,,,,,1558,37.9,53.3,27.2,52.9,844,,,,,,,,,,,,,,,,,,,,,,,,,749,0,59,1,67,250,21,148,59,22,,244,,,,,,1044,0,15,9,13,32,6,0,1402,312,110,170,148,22,0,15,15,15,0,384,11,0,15,0,17,0,0,22,5,0,,27766.0,,,,967,453,384,311,298,0,0,0,0,311,0,0,0,0,0,0,0,0,,384,4.04,,,384,,1553,87,91,7,14,384,311,1978,1980,384,311,2005,2001,384,121,384,0,384,384,384,384,,384,,384,384,384,,384,73,73,73,1367,1732,123100.0,0,-666666666.0,73,151000.0,151000.0,151000.0,73,73,23.6,239300,373700,,,92545000.0,-666666666,-666666666.0,311,1615
240317013151,1037,879,55,140714,,730,158,572,1177,1126,,,1644,430300,1490,572,158,0,0,0,24,0,12,11,0,754,0,0,1995,,,,,158,,,,19.9,,,,572,519,74,730,572,490,,,,24,31,701315,1,,,,24,24,1992,41.7,1189,364,147,286,730,524,422,6,96,115,421,76,1667,1177,51,,,,754,730,730,572,91,158,0,24,0,,0,0,82,582,,,,,,,,,24,,,376,12,,,,1085,1085,1018,,,,,,,,,,,,1992,39.1,58.5,39.9,37.9,1382,,,,,,,,,,,,,,,,,,,,,,,,,1018,9,110,7,7,78,16,100,130,100,,422,,,,,,1409,0,0,15,0,0,0,0,1882,290,241,3,3,0,0,0,0,0,0,730,32,4,22,15,25,11,9,11,0,7,,55198.0,,,,1327,599,730,572,218,350,0,0,0,572,17,0,0,0,0,0,0,7,,754,2.73,,,730,,1992,75,15,0,0,730,572,1995,1994,730,572,2005,2002,730,549,754,0,730,730,730,730,1408.0,754,,730,730,754,,730,147,147,158,-666666666,2101,222100.0,0,-666666666.0,158,242000.0,,242000.0,158,158,38.5,350000,580100,261863900.0,,261863900.0,-666666666,,572,2235
240317007211,261,747,0,43568,,631,392,239,891,869,,,1639,159600,1407,239,392,0,0,0,0,0,10,63,10,656,0,8,1986,,,,,392,,,,19.9,,,,239,192,11,631,239,216,,,,24,31,700721,1,,,,25,25,1516,29.1,337,567,128,536,631,286,101,62,123,146,374,18,1135,905,22,,,,656,631,631,239,150,392,0,0,37,,10,0,9,162,,,,,,,,,0,,,327,92,,,,883,883,851,,,,,,,,,,,,1516,41.8,25.8,44.1,48.3,348,,,,,,,,,,,,,,,,,,,,,,,,,851,0,17,31,124,218,0,113,10,67,,101,,,,,,936,0,0,0,0,0,0,19,1383,270,108,162,162,0,0,0,0,0,0,631,61,23,10,0,29,32,127,65,44,18,,30074.0,,,,1073,572,631,239,26,39,0,11,85,239,0,0,0,0,0,0,0,0,,656,2.4,,,631,,1516,365,77,25,0,631,239,1986,1988,631,239,2012,2006,631,74,656,51,631,631,631,631,848.0,656,,631,631,656,,631,392,392,392,-666666666,1664,471500.0,0,-666666666.0,392,538300.0,,538300.0,392,392,35.8,103100,220900,,,40480000.0,-666666666,-666666666.0,239,1497
